Common name,Scientific name,Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,Catalogue number,License,metadata_file,species_folder
Balicassiao,Dicrurus balicassius,mirabilis,Stijn De Win / Birding2asia.com,2014-05-24,09:00,"Siaton, Negros Oriental, Central Visayas",Philippines,9.1062,122.9877,340,song,,,181747,https://creativecommons.org/licenses/by-nc-sa/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,mirabilis,Stijn De Win / Birding2asia.com,2014-05-04,07:00,"Casaroro falls, Valencia, Negros  Oriental",Philippines,9.2812,123.2076,600,call,,,177905,https://creativecommons.org/licenses/by-nc-sa/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,,David Edwards,2011-11-00,14:00,PICOP,Philippines,8.2589,126.1537,150,song,,,92705,https://creativecommons.org/licenses/by-nc-sa/3.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,striatus,Frank Lambert,2009-12-09,?:?,"Mindanao; Zamboanga, Pasonanca Watershed Reserve, Cabonegro",Philippines,6.9,122.1,650,song,Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/10917>AV10917</a>.  Certainty: 100%.  ID determined by: not specifically indicated; recordist normally sees birds recorded and indicates if any question. GPS: recordist's estimate.,,68176,https://creativecommons.org/licenses/by-nc-nd/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,striatus,Frank Lambert,2009-12-09,?:?,"Mindanao; Zamboanga, Pasonanca Watershed Reserve, Cabonegro",Philippines,6.9,122.1,650,song,Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/10916>AV10916</a>.  Certainty: 100%.  ID determined by: not specifically indicated; recordist normally sees birds recorded and indicates if any question. GPS: recordist's estimate.,,68175,https://creativecommons.org/licenses/by-nc-nd/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,striatus,Frank Lambert,2009-12-09,?:?,"Mindanao; Zamboanga, Pasonanca Watershed Reserve, Cabonegro",Philippines,6.9,122.1,650,call,Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/10915>AV10915</a>.  Certainty: 100%.  ID determined by: not specifically indicated; recordist normally sees birds recorded and indicates if any question. GPS: recordist's estimate.,,68174,https://creativecommons.org/licenses/by-nc-nd/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,mirabilis,Frank Lambert,2010-04-30,?:?,Negros; Mt. Canlaon,Philippines,10.4,123.1,900,call,Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/10677>AV10677</a>.  Certainty: 100%.  ID determined by: not specifically indicated; recordist normally sees birds recorded and indicates if any question; not the dominant vocalist here. GPS: estimate from Google Earth. could include song  To edit: sonagram highlights wrong call,Sarcops calvus,68160,https://creativecommons.org/licenses/by-nc-nd/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,mirabilis,Frank Lambert,2010-04-30,?:?,Negros; Mt. Canlaon,Philippines,10.4,123.1,850,"call, song",Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/10681>AV10681</a>.  Certainty: 100%.  ID determined by: not specifically indicated; recordist normally sees birds recorded and indicates if any question. GPS: estimate from Google Earth.,,68159,https://creativecommons.org/licenses/by-nc-nd/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,mirabilis,Frank Lambert,2010-04-30,?:?,Negros; Mt. Canlaon,Philippines,10.4,123.1,850,song,Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/10682>AV10682</a>.  Certainty: 100%.  ID determined by: not specifically indicated; recordist normally sees birds recorded and indicates if any question. GPS: estimate from Google Earth.,,68158,https://creativecommons.org/licenses/by-nc-nd/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,mirabilis,Frank Lambert,2010-04-30,?:?,Negros; Mt. Canlaon,Philippines,10.4,123.1,900,song,Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/10683>AV10683</a>.  Certainty: 100%.  ID determined by: not specifically indicated; recordist normally sees birds recorded and indicates if any question. GPS: estimate from Google Earth.,,68157,https://creativecommons.org/licenses/by-nc-nd/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,mirabilis,Frank Lambert,2010-04-30,?:?,Negros; Mt. Canlaon,Philippines,10.4,123.1,750,call,Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/10680>AV10680</a>.  Certainty: 100%.  ID determined by: not specifically indicated; recordist normally sees birds recorded and indicates if any question. GPS: estimate from Google Earth.,,68156,https://creativecommons.org/licenses/by-nc-nd/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,mirabilis,Frank Lambert,2010-04-29,?:?,Negros; Mt. Canlaon,Philippines,10.4,123.1,750,song,Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/10679>AV10679</a>.  Certainty: 100%.  ID determined by: not specifically indicated; recordist normally sees birds recorded and indicates if any question. GPS: estimate from Google Earth.,,68155,https://creativecommons.org/licenses/by-nc-nd/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,,Paul Noakes,2009-05-09,15:00,"Sablayan Penal Colony, Mindoro",Philippines,12.812052,120.924282,?,?,,,39414,https://creativecommons.org/licenses/by-nc-nd/2.5/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,,Greg Irving,2024-03-29,06:27,"Hospital Road, Subic Bay Freeport Zone, Bataan, Central Luzon",Philippines,14.7821,120.302,160,song,four individuals,Orthotomus chloronotus,897267,https://creativecommons.org/licenses/by-nc-sa/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,,Greg Irving,2024-03-24,12:43,"Bluewater, Baggao, Cagayan, Cagayan Valley",Philippines,18.0208,121.9978,190,song,,,896127,https://creativecommons.org/licenses/by-nc-sa/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,,Jelle Scharringa,1985-04-11,07:15,Luzon; Laguna Province; Mt. Makiling Forest Reserve,Philippines,14.15,121.232,140,song,,"Ptilinopus occipitalis,Psilopogon haemacephalus,Centropus viridis",631762,https://creativecommons.org/licenses/by-nc-sa/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,mirabilis,Frank Lambert,2020-03-03,08:29," Nug-As Forest, Alcoy, Cebu, Central Visayas",Philippines,9.7195,123.4529,750,song,,,622349,https://creativecommons.org/licenses/by-nc-nd/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,samarensis,Frank Lambert,2020-02-26,08:14,"Near waterfall trail, Samar National Park, Eastern Visayas",Philippines,11.8265,125.289,190,song,same individual as XC616471,,616473,https://creativecommons.org/licenses/by-nc-nd/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,samarensis,Frank Lambert,2020-02-26,08:13,"Near waterfall trail, Samar National Park, Eastern Visayas",Philippines,11.8265,125.289,190,song,,,616471,https://creativecommons.org/licenses/by-nc-nd/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,samarensis,Frank Lambert,2020-02-25,15:17,"Ulot River,  Paranas, Samar National Park, Eastern Visayas",Philippines,11.8641,125.213,140,song,Split by some as Dicrurus striatus (Short-tailed Drongo),,616246,https://creativecommons.org/licenses/by-nc-nd/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,samarensis,Frank Lambert,2020-02-25,10:26,"Ulot River,  Paranas, Samar National Park, Eastern Visayas",Philippines,11.8641,125.213,140,song,"Split by some as Dicrurus striatus (Short-tailed Drongo)
",,616243,https://creativecommons.org/licenses/by-nc-nd/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,samarensis,Frank Lambert,2020-02-26,09:45,"Near waterfall trail, Samar National Park, Eastern Visayas",Philippines,11.8265,125.289,190,song,"Split by some as Dicrurus striatus (Short-tailed Drongo)
Two cuts joined",,616242,https://creativecommons.org/licenses/by-nc-nd/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,samarensis,Frank Lambert,2020-02-26,10:33,"Near waterfall trail, Samar National Park, Eastern Visayas",Philippines,11.8265,125.289,190,song,Split by some as Dicrurus striatus (Short-tailed Drongo),,616229,https://creativecommons.org/licenses/by-nc-nd/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,,Pauline Carmel Joy Eje,2019-02-18,14:30,"Los Banos (near  Los Baños), Laguna, Calabarzon",Philippines,14.1366,121.2212,380,"call, song",Please confirm. Record came from soundscape recordings deployed at the area for 2 weeks.,,463900,https://creativecommons.org/licenses/by-nc-sa/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,,"Romeo B. Galang, Jr",2017-10-29,07:25,"Tanay, Rizal, Calabarzon",Philippines,14.5553,121.3503,480,song,,,391262,https://creativecommons.org/licenses/by-nc-sa/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,,"Romeo B. Galang, Jr",2017-10-29,07:24,"Tanay, Rizal, Calabarzon",Philippines,14.5553,121.3503,480,call,,,391261,https://creativecommons.org/licenses/by-nc-sa/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,,"Romeo B. Galang, Jr",2017-10-29,07:23,"Tanay, Rizal, Calabarzon",Philippines,14.5553,121.3503,480,"call, song",,,391260,https://creativecommons.org/licenses/by-nc-sa/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,ss mirabilis,brendan sloan,2017-03-23,10:30,Sibaliw Research Station Panay,Philippines,,,800 masl approx,song,,,382334,https://creativecommons.org/licenses/by-nc-sa/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,ss mirabilis,brendan sloan,2017-03-23,06:00,Sibaliw Research Station Panay,Philippines,,,800 masl approx,call,,,382331,https://creativecommons.org/licenses/by-nc-sa/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,,Mike Nelson,2016-02-21,10:30,"Mount Makiling, Luzon",Philippines,14.1358,121.19,1000,"call, song",,,309031,https://creativecommons.org/licenses/by-nc-sa/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,,jim samaniego,2016-03-01,07:00,Luzon; Laguna Province; Mt. Makiling Forest Reserve,Philippines,14.15,121.232,120,song,,Hypsipetes philippinus,305208,https://creativecommons.org/licenses/by-nc-sa/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,striatus,Mike Nelson,2015-01-24,09:30,"PICOP, Bislig, Mindanao",Philippines,8.2589,126.1537,160,song,,,239325,https://creativecommons.org/licenses/by-nc-sa/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,,Cedric MROCZKO,2014-02-04,09:00,"Subic Bay Freeport Zone, Bataan, Central Luzon",Philippines,14.7821,120.302,160,song,"Zoom H2n (LoCut, 24/96)
Audacity (Highpass filter set at 500Hz/6dB ; amplification with peak at -6dB)",,204637,https://creativecommons.org/licenses/by-nc-sa/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,,Cedric MROCZKO,2014-02-04,08:00,"Subic Bay Freeport Zone, Bataan, Central Luzon",Philippines,14.7821,120.302,160,call,"ID by Desmond Allen

Zoom H2n (LoCut, 24/96)
Audacity (Highpass filter set at 1000Hz/12dB ; amplification with peak at -6dB)",,204634,https://creativecommons.org/licenses/by-nc-sa/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,,Cedric MROCZKO,2014-02-04,08:00,"Subic Bay Freeport Zone, Bataan, Central Luzon",Philippines,14.7821,120.302,160,call,"ID by Desmond Allen

Zoom H2n (LoCut, 24/96)
Audacity (Highpass filter set at 1000Hz/12dB ; amplification with peak at -6dB)",,204628,https://creativecommons.org/licenses/by-nc-sa/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,mirabilis,Ding Li Yong,2012-03-14,09:30,"Mount Kanlaon, Negros",Philippines,10.4092,123.132,1200,call,,,201896,https://creativecommons.org/licenses/by-nc-nd/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,,David Marques,2013-02-28,08:00,"Morong, Bataan, Central Luzon",Philippines,14.7744,120.2964,50,call,,,130890,https://creativecommons.org/licenses/by-nc-sa/3.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,,Desmond Allen,2001-01-01,?:?,"Subic Bay, Luzon",Philippines,14.808077,120.237808,?,call,bird calling possibly in alarm,,79286,https://creativecommons.org/licenses/by-nc-nd/2.5/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,striatus,Frank Lambert,2009-12-09,?:?,"Mindanao; Zamboanga, Pasonanca Watershed Reserve, Cabonegro",Philippines,6.9,122.1,650,call,Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/10914>AV10914</a>.  Certainty: 100%.  ID determined by: not specifically indicated; recordist normally sees birds recorded and indicates if any question. GPS: recordist's estimate.,,68173,https://creativecommons.org/licenses/by-nc-nd/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,,Paul Noakes,2009-05-07,15:30,"PICOP, Bislig, Mindanao ",Philippines,8.2589,126.1537,?,?,,,41084,https://creativecommons.org/licenses/by-nc-nd/2.5/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,balicassius,Albert Lastukhin,2016-10-16,08:30,"Puerto Galera, Oriental Mindoro, MIMAROPA",Philippines,13.4983,120.9492,40,song,,,623825,https://creativecommons.org/licenses/by-nc-nd/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,ss mirabilis,brendan sloan,2018-04-24,10:30,Sibaliw Research Station Panay,Philippines,,,800 masl approx,call,,,433921,https://creativecommons.org/licenses/by-nc-sa/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,,"Romeo B. Galang, Jr",2017-10-29,07:29,"Tanay, Rizal, Calabarzon",Philippines,14.5553,121.3503,480,song,,,391263,https://creativecommons.org/licenses/by-nc-sa/4.0/,Dicrurus balicassius.csv,Dicrurus balicassius
Balicassiao,Dicrurus balicassius,,Paul Noakes,2009-05-10,09:00,"Sablayan Penal Colony, Mindoro",Philippines,12.812052,120.924282,?,?,,,39413,https://creativecommons.org/licenses/by-nc-nd/2.5/,Dicrurus balicassius.csv,Dicrurus balicassius
Philippine Bulbul,Hypsipetes philippinus,saturatior,Hans Matheve,2024-03-15,?,"Mt Kitanglad (Del Monte Lodge), Bukidnon, Northern Mindanao",Philippines,8.1449,124.9832,1500,call,,,964217,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Hans Matheve,2024-03-15,?,"Mt Kitanglad (Del Monte Lodge), Bukidnon, Northern Mindanao",Philippines,8.1449,124.9832,1500,call,,,964216,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Hans Matheve,2024-03-08,?,PICOP road 4,Philippines,8.2575,126.1493,170,call,,,963852,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,philippinus,Greg Irving,2024-03-29,15:35,"Nabasan Trail, Subic Bay, Morong, Bataan, Central Luzon",Philippines,14.7655,120.2769,110,"call, song",,,897413,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,philippinus,Greg Irving,2024-03-26,06:52,"Kalbario-Patapat Natural Park, Pagudpud, Ilocos Norte, Ilocos Region",Philippines,18.5302,120.9142,200,"call, song",,,896621,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Greg Irving,2024-03-24,07:20,"Bluewater, Baggao, Cagayan, Cagayan Valley",Philippines,18.0208,121.9978,190,"call, song",,,895948,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,philippinus,Ding Li Yong,2023-07-01,11:00,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,song,,"Psilopogon haemacephalus,Robsonius sorsogonensis",813899,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,philippinus,Ding Li Yong,2019-06-16,13:00,"Infanta Road, Laguna, Calabarzon",Philippines,14.5545,121.4838,650,song,,Actenoides lindsayi,659849,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Jelle Scharringa,1985-03-22,07:15,"Davao City, Davao del Sur, Davao Region",Philippines,7.0237,125.3778,1100,"call, song",A few up in trees at forest edge on slope at 1100m.,"Ficedula westermanni,Psilopogon haemacephalus,Buceros hydrocorax",631405,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Frank Lambert,2020-03-04,07:46," Nug-As Forest, Alcoy, Cebu, Central Visayas",Philippines,9.7195,123.4529,750,song,,Pachycephala leucogastra,622380,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Frank Lambert,2020-03-02,08:00," Nug-As Forest, Alcoy, Cebu, Central Visayas",Philippines,9.7195,123.4529,750,"call, song",,,622378,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Frank Lambert,2020-02-23,06:50,"Trail to plateau, Samar National Park HQ, Eastern Visayas",Philippines,11.7931,125.1794,260,"call, song",,,616514,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Frank Lambert,2020-02-12,17:49,"Maragusan (San Mariano) (near  Maragusan), Compostela Valley, Davao Region",Philippines,7.3934,126.1601,800,song,,,599286,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Frank Lambert,2020-02-12,17:47,"Maragusan (San Mariano) (near  Maragusan), Compostela Valley, Davao Region",Philippines,7.3934,126.1601,800,song,,,599285,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Frank Lambert,2020-02-13,17:38,"Maragusan (San Mariano) (near  Maragusan), Compostela Valley, Davao Region",Philippines,7.3934,126.1601,750,song,,,599283,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Ross Gallardy,2016-03-24,06:30,"Mount Kitanglad Range Natural Park (near  Malaybalay City), Bukidnon, Northern Mindanao",Philippines,8.1373,124.9648,1700,call,,,321092,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Tomas Carlberg,2014-03-24,15:50,"Mount Kitanglad, Mindanao",Philippines,8.1238,124.9273,1300,"call, song",,Zosterops japonicus,175383,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,David Edwards,2009-04-00,?:?,"Hamut, Baliuag, Sierra Madre Mountains, Luzon",Philippines,17.5501,121.9501,800,song,,,35240,https://creativecommons.org/licenses/by-nc-nd/2.5/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,David Edwards,2009-04-00,?:?,"Hamut, Baliuag, Sierra Madre Mountains, Luzon",Philippines,17.5501,121.9501,800,song,,,35239,https://creativecommons.org/licenses/by-nc-nd/2.5/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,GABRIEL LEITE,2025-06-25,07:00,Luzon; Laguna Province; Mt. Makiling Forest Reserve,Philippines,14.15,121.232,140,call,,,1009623,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,GABRIEL LEITE,2025-06-25,07:00,Luzon; Laguna Province; Mt. Makiling Forest Reserve,Philippines,14.15,121.232,140,call,,,1009620,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Greg Irving,2025-06-09,15:48,"Tinyu-An Falls, City Of Bislig, Surigao del Sur, Caraga",Philippines,8.1758,126.2288,100,song,,"Phapitreron leucotis,Harpactes ardens",1005911,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Greg Irving,2025-06-08,10:38,"Santa Maria, Prosperidad, Agusan del Sur, Caraga",Philippines,8.6603,125.8842,130,call,,Phapitreron leucotis,1005349,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Hans Matheve,2024-03-10,?,PICOP road 42,Philippines,8.2983,126.1394,300,song,,,963893,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Chi-Hsuan Shao,2024-12-30,15:23,"Subic Bay, Bataan, Central Luzon",Philippines,14.7765,120.3102,160,call,,,959672,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Vadim Ivushkin ,2024-04-16,13:30,"Bilar, Bohol, Central Visayas",Philippines,9.6924,124.0959,320,"flight call, song",,,940168,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,philippinus,Ding Li Yong,2024-09-28,08:00,"La Mesa Eco Park, Quezon City, Metro Manila",Philippines,14.7123,121.0744,70,subsong,,,936599,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,philippinus,Greg Irving,2024-03-29,08:27,"Hospital Road, Subic Bay Freeport Zone, Bataan, Central Luzon",Philippines,14.7821,120.302,160,"call, song",,"Treron axillaris,Gallus gallus,Campephaga flava",897278,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,philippinus,Greg Irving,2024-03-29,08:48,"Hospital Road, Subic Bay Freeport Zone, Bataan, Central Luzon",Philippines,14.7821,120.302,160,song,,,897277,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,philippinus,Greg Irving,2024-03-29,07:42,"Hospital Road, Subic Bay Freeport Zone, Bataan, Central Luzon",Philippines,14.7821,120.302,160,"call, song",,"Treron axillaris,Campephaga flava",897276,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,philippinus,Greg Irving,2024-03-26,06:45,"Kalbario-Patapat Natural Park, Pagudpud, Ilocos Norte, Ilocos Region",Philippines,18.5302,120.9142,200,"call, song",,,896620,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,philippinus,Greg Irving,2024-03-24,15:34,"Bluewater, Baggao, Cagayan, Cagayan Valley",Philippines,18.0208,121.9978,190,"call, song",,,896136,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,philippinus,Greg Irving,2024-03-24,14:12,"Bluewater, Baggao, Cagayan, Cagayan Valley",Philippines,18.0208,121.9978,190,"call, song",,,896134,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,philippinus,Greg Irving,2024-03-24,12:04,"Bluewater, Baggao, Cagayan, Cagayan Valley",Philippines,18.0208,121.9978,190,"call, song",,,896022,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,philippinus,Greg Irving,2024-03-24,07:55,"Bluewater, Baggao, Cagayan, Cagayan Valley",Philippines,18.0208,121.9978,190,"call, song",,,895952,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Greg Irving,2024-03-24,07:56,"Bluewater, Baggao, Cagayan, Cagayan Valley",Philippines,18.0208,121.9978,190,song,,,895949,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Greg Irving,2024-03-24,07:18,"Bluewater, Baggao, Cagayan, Cagayan Valley",Philippines,18.0208,121.9978,190,song,,,895946,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Frank Lambert,2020-03-04,09:43," Nug-As Forest, Alcoy, Cebu, Central Visayas",Philippines,9.7195,123.4529,750,song,,,622383,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Frank Lambert,2020-03-04,09:37," Nug-As Forest, Alcoy, Cebu, Central Visayas",Philippines,9.7195,123.4529,750,song,,,622382,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Frank Lambert,2020-03-01,07:52," Nug-As Forest, Alcoy, Cebu, Central Visayas",Philippines,9.7195,123.4529,750,song,,,622381,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
